.pl 16959
CisloKarty;NazevZbozi;NazevZbozi2;MernaJednotka;NakupCena;SazbaD;Rabat;Pocet;VPal;VKart;VFol;MinFol;CisloDodavatele;NazevDodavatele;KodZbozi;PodKodZbozi;PrumProdDen;Priznak;Zobrazovat;Pozice;DodCislo
0118$;\D\Cirine bÌl· 13kg$; $;ks$;960.12$;21$;21.00$;0$;0$;0$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0000$;0000$;0$; $;A$; $; 
0119$;\o\ECO Real Green Clean multifunk.5kg$; $;ks$;115.50$;21$;28.00$;0$;0$;0$;0$;N$;00001$;Zenit s.r.o. »·slav$;0000$;0000$;0$; $;A$; $; 
0120$;||190104$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0121$;PapÌrovÈ ruËnÌky role 2vr Tork 120076 6k$;zel˝,recy,150m matic H1  Hygoö za 695$;kar$;679.01$;21$;30.40$;37$;28$;0$;0$;N$;00527$;SCA Hygiene products s.r.o.$;0005$;0003$;1$; $;A$;5K21$; 
0122$;Umyvadlo PVC kulatÈ klasic 31cm/ 6,2l$; $;ks$;18.40$;21$;24.20$;9$;80$;0$;0$;N$;00975$;Velkoobchod FAVE s.r.o.$;0003$;0004$;0$; $;A$;5A11$;311006
0123$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0127$;\AU\vonn˝ olej Lorol 0.5l$; $;ks$;95.05$;21$;23.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
0129$;||191219$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0130$;\KN\Molitan 200x200x20mm$; $;ks$;5.20$;21$;28.00$;5$;0$;0$;0$;N$;00876$;MOLITEN s.r.o.$;0000$;0000$;0$; $;A$;2F12$; 
0132$;Rukavice sv·¯ecÌ MERLIN Ë.11$; $;p·r$;38.33$;21$;25.50$;43$;0$;12$;0$;N$;00465$;Osapo s.r.o.$;0009$;0001$;0$; $;A$;3B31$; 
0133$;\o\VÌko ke koöi Rubbermaid zelenÈ$; $;ks$;650.10$;21$;28.00$;0$;0$;0$;0$;N$;00671$;MANUTAN s.r.o.$;0000$;0000$;0$; $;A$; $;274006
0134$;||201126$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0135$;\O\UvolÚovaË öroub˘ COYOTE 150ml$; $;ks$;33.43$;21$;60.90$;0$;0$;10$;0$;N$;00411$;Automax Group s.r.o.$;0000$;0000$;0$;O$;A$;3G23$; 
0138$;|Paleta EUR - KUKU$; $;ks$;0.00$;21$;0.00$;0$;0$;0$;0$;N$;00981$;Miroslav KuËera - Kuku papÌr$;0000$;0000$;0$; $;A$;6000$; 
0139$;\D\Tagal impregnace 300ml$; $;ks$;60.56$;21$;23.00$;0$;0$;0$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0000$;0000$;0$; $;A$; $; 
0141$;\o\Pap.ruË.C 1vrs.100ks bÌlÈ$; $;bal$;10.83$;21$;28.00$;0$;0$;30$;0$;N$;00981$;Miroslav KuËera - Kuku papÌr$;0000$;0000$;0$; $;A$;4G15$; 
0143$;\P\Lak.tuû.HFB380092 platin$; $;ks$;122.58$;21$;30.00$;0$;0$;0$;0$;N$;00738$;AUTO GREMOS, spol. s r.o.$;0000$;0000$;0$; $;A$;2F13$; 
0144$;Stojan s bezdotyk. d·vkovaËem desinf.1l$; $;ks$;2615.00$;21$;68.30$;0$;0$;0$;0$;N$;00555$;PEMA VELKOOBCHOD - zkuöebnÌ$;0010$;0005$;0$;A$;A$; $; 
0145$;||190531$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0146$;Pytle 120L/40mi 70x110cm role-25ks zelen$; $;rol$;48.25$;21$;26.40$;97$;400$;10$;0$;N$;01029$;PYTLÕK, a.s.$;0003$;0002$;1$; $;A$;3E34$;05.040700
0147$;äkrob tekut˝ 3E 5kg kanystr$; $;kan$;113.30$;21$;26.00$;12$;0$;0$;0$;N$;00029$;Severochema v.d. Liberec$;0001$;0005$;0$; $;A$;2K25$;1051094
0148$;D·vkovaË m˝dla 475ml Tork bÌl˝ 561000$; $;ks$;358.00$;21$;28.30$;0$;0$;0$;0$;N$;00527$;SCA Hygiene products s.r.o.$;0000$;0000$;0$;O$;A$;5D42$; 
0149$;StÏrka podlaha kovov· 45cm s gumou$; $;ks$;100.00$;21$;25.00$;19$;0$;10$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0003$;0008$;0$; $;A$;5C32$;206022
0150$;S˘l posypov· 50kg$; $;pyt$;147.50$;21$;43.30$;0$;21$;0$;0$;N$;00121$;K+S Czech Republic a.s.$;0000$;0000$;1$;D$;A$;6000$;51401
0151$;ÿedidlo nitro 9l 6000 kanystr$; $;kan$;295.88$;21$;26.00$;17$;0$;0$;0$;N$;00029$;Severochema v.d. Liberec$;0006$;0003$;1$; $;A$;3C23$;1084054
0152$;ÿedidlo syntetik 9l 6006 kanystr$; $;kan$;257.26$;21$;26.00$;2$;0$;0$;0$;N$;00029$;Severochema v.d. Liberec$;0006$;0003$;0$; $;A$;3C23$;1084063
0154$;||190111$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0155$;Kontaktol spray 300ml na elektr.kontakty$; $;ks$;60.56$;21$;24.30$;25$;0$;10$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0006$;0003$;0$; $;A$;3G22$;13210921
0156$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0157$;KrÈm na ruce Solvina 100ml MÏsÌËek$; $;ks$;8.74$;21$;31.40$;600$;0$;10$;0$;N$;00001$;Zenit s.r.o. »·slav$;0004$;0004$;8$; $;A$;5D63$;407027
0158$;N·dobÌ Jar 900ml Pome granate$;hustota 1.025-1.030 g/cm3$;Ks$;27.68$;21$;31.70$;1080$;720$;12$;0$;N$;00032$;Procter & Gamble Rakovnik$;0002$;0002$;12$; $;A$;1B15$; 
0159$;⁄klidov˝ vozÌk 2x17 + koöÌk boËnÌ$;nov· cena 10/2019$;ks$;1697.90$;21$;42.60$;-1$;0$;0$;0$;N$;00087$;Eastmop spol.s r.o.$;0003$;0007$;0$; $;A$;4G11$; 
0160$;||190320$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0161$;KrÈm na ruce Isolda 100ml Aloe Vera/rege$;s panthenolem$;ks$;10.83$;21$;27.70$;579$;0$;25$;0$;N$;00638$;Cormen Byst¯ice$;0004$;0004$;29$; $;A$;5J12$;VPKRA01094
0162$;\P\Lak.tuû.HFA380038 Candy  F9E$; $;ks$;142.25$;21$;30.00$;0$;0$;0$;0$;N$;00738$;AUTO GREMOS, spol. s r.o.$;0000$;0000$;0$; $;A$;2F13$; 
0163$;\O\Skinman Soft Protect 100ml    3070960$; $;ks$;46.15$;21$;36.00$;0$;0$;50$;0$;N$;00237$;Ecolab Hygiene s.r.o.$;0000$;0000$;0$;O$;A$;7000$; 
0164$;Rukavice celokoûenÈ Heron/Astar Ë.10$; $;p·r$;44.93$;21$;26.00$;63$;0$;120$;0$;N$;00465$;Osapo s.r.o.$;0009$;0001$;1$; $;A$;3B23$;1020210
0166$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0168$;\AU\Domestos 750ml$; $;ks$;38.00$;21$;23.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
0169$;\D\Velosourpava Start nov·$; $;ks$;16.96$;21$;23.00$;0$;0$;20$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0000$;0000$;0$; $;A$; $; 
0170$;StÏrka okno + rozm˝v·k DUO 35cm$; $;ks$;299.00$;21$;28.00$;4$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0003$;0008$;0$; $;A$;5G44$;205040
0171$;Somat do myËky s˘l 1.5kg$; $;ks$;32.91$;21$;42.80$;90$;0$;8$;0$;N$;00030$;Henkel CR s.r.o. Praha$;0002$;0003$;1$; $;A$;2J34$;746061
0172$;\O\VÌko k vozÌk.120l mix bar. 52,5x31,5$; $;ks$;245.00$;21$;28.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$;0$;A$;2F12$;204112
0173$;ZubnÌ pasta Odol Stoma 75ml$; $;ks$;18.84$;21$;38.00$;30$;0$;12$;0$;N$;00167$;GlaxoSmithKline spol.s r.o.$;0004$;0005$;0$; $;A$;5F22$;8596149002811
0174$;\O\Sekusept Aktiv 1.5l nov˝$;NC/2020$;ks$;540.90$;21$;28.00$;0$;0$;4$;0$;N$;00237$;Ecolab Hygiene s.r.o.$;0002$;0014$;0$;O$;N$;2G13$; 
0175$;PapÌrovÈ ruËnÌky ZZ 2vr Tork 100278 BÌl·$;15x200ks,celuloza$;kar$;894.33$;21$;25.10$;5$;0$;1$;0$;N$;00527$;SCA Hygiene products s.r.o.$;0005$;0003$;0$; $;A$;5L23$; 
0176$;\o\S·Ëky do koöe 60l 20ks Fino Color$; $;rol$;26.40$;21$;23.00$;0$;0$;28$;0$;N$;00383$;Sarantis Czech Republic,s.r.o.$;0000$;0000$;0$; $;A$; $; 
0177$;WC ËistiË Domestos 5l$; $;kan$;109.82$;21$;49.80$;45$;0$;4$;0$;N$;00858$;Diversey »esk· republika s.r.o$;0002$;0008$;1$; $;A$;2G23$;G12483
0178$;Finish pr·öek 2,5kg$; $;ks$;94.74$;21$;38.00$;83$;0$;6$;0$;N$;00021$;Benckiser s.r.o. Praha$;0002$;0003$;2$; $;A$;2D11$; 
0179$;||191025$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0180$;Motouz POP  250g  1200 m/kg$; $;ks$;28.00$;21$;24.30$;160$;0$;8$;0$;N$;00104$;JUTA, a.s. Olomouc$;0008$;0001$;5$; $;A$;5F63$; 
0181$;\O\Rukavice jedno.Touch N Touff Ë.XL 100$; $;bal$;313.73$;21$;28.00$;0$;0$;0$;0$;N$;00465$;Osapo s.r.o.$;0000$;0000$;1$; $;A$; $; 
0201$;\O\Koupelna Fixinela perfekt s MR 500ml$; $;Ks$;28.35$;21$;25.00$;0$;0$;10$;0$;N$;00038$;TATRACHEMA CZ spol.s.r.o.$;0000$;0000$;0$; $;A$;2G52$; 
0202$;||201110$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0203$;Milit myËka s˘l 1,5kg$; $;ks$;19.87$;21$;24.00$;61$;0$;8$;0$;N$;00048$;Solira Company s.r.o.$;0002$;0003$;0$; $;A$;2J00$;1033
0204$;\kn\Stylmark-Pramark 3mm zelen·$; $;ks$;45.00$;21$;26.70$;26$;0$;10$;0$;N$;01050$;PRAMARK spol.s r.o.$;0000$;0000$;0$; $;A$;3A13$; 
0205$;Z·sobnÌk ruËnÌky ZZ bÌl˝ ZVG s ok˝nkem$;34x26x13cm$;ks$;300.00$;21$;25.00$;8$;0$;4$;0$;N$;00086$;ZVG$;0005$;0005$;0$;O$;A$;5F14$;60950-02
0206$;\O\Barva Primalex Mykostop 5,6kg$; $;ks$;67.45$;21$;23.00$;0$;0$;0$;0$;N$;00687$;Avex Liberec s.r.o.$;0000$;0000$;0$; $;A$; $; 
0207$;\AU\Rukavice latex 100ks$; $;bal$;101.49$;21$;23.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
0208$;\D\Dispercoll D2 500g$; $;ks$;47.30$;21$;23.00$;0$;0$;0$;0$;N$;00024$;Druchema,druûstvo pro chem.v˝robu$;0000$;0000$;0$; $;A$; $; 
0209$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0210$;\o\Renomag razant 5kg$; $;ks$;364.65$;21$;23.00$;0$;0$;0$;0$;N$;00685$;Atotech - M.A.G.CZ,a.s.$;0000$;0000$;0$; $;A$; $; 
0211$;\o\Rohoû textilnÌ Arcos 200x90cm olemova$; $;ks$;1880.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
0212$;|Paleta EUR - Solira$; $;ks$;0.00$;21$;0.00$;0$;0$;0$;0$;N$;00048$;Solira Company s.r.o.$;0000$;0000$;0$; $;A$;6000$; 
0213$;\o\Voda jemnÏ perliv· 0.5l Saquaro$; $;ks$;3.04$;15$;260.60$;0$;0$;6$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0214$;||201111$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0215$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0216$;PracÌ gel Perwoll 900ml vlna Wool$; $;ks$;36.28$;21$;39.60$;15$;0$;8$;0$;N$;00030$;Henkel CR s.r.o. Praha$;0001$;0002$;0$; $;A$;2L12$;761165
0217$;||190102$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0218$;||191025$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0219$;\o\S·Ëky do koöe 35l 50x60/30mi ûlutÈ 25$; $;rol$;16.00$;21$;28.00$;0$;0$;20$;0$;N$;01029$;PYTLÕK, a.s.$;0000$;0000$;0$;O$;A$; $;03.030750
0220$;||180530$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0221$;PracÌ gel Persil 2l /40d·vek Regular$; $;ks$;114.71$;21$;31.00$;77$;0$;4$;0$;N$;00030$;Henkel CR s.r.o. Praha$;0001$;0002$;1$; $;A$;2K14$;765100
0224$;GumovÈ rukavice Clever Ë.S 2p·ry$;dÈlka 300mm$;bal$;9.30$;21$;23.00$;285$;0$;24$;0$;N$;00153$;Mapa spontex Volf s.r.o.$;0009$;0001$;1$;A$;A$;3B02$; 
0225$;⁄klidov˝ vozÌk KamzÌk + koöÌk +6LvÏdro$; $;ks$;3304.00$;21$;25.00$;2$;0$;0$;0$;N$;00087$;Eastmop spol.s r.o.$;0003$;0007$;0$; $;A$;4G11$;21009K6
0226$;||180530$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;25$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0227$;||210112$; $;ks$;0.00$;21$;20.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0229$;||190104$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0230$;S·Ëky do koöe 30l 50x60 /10mi 50ks ËernÈ$; $;rol$;16.00$;21$;32.90$;371$;0$;20$;0$;N$;01029$;PYTLÕK, a.s.$;0003$;0002$;8$; $;A$;3E22$;01.010150
0231$;\o\WD-40 spray 400ml$; $;ks$;83.05$;21$;28.00$;0$;0$;0$;0$;N$;00411$;Automax Group s.r.o.$;0006$;0003$;0$;O$;N$;3G34$; 
0232$;PapÌrovÈ ruËnÌky role 2vr 16463-06 153m$;celuloza n·hr za reflex 473472   450ut$;ks$;90.00$;21$;28.00$;138$;216$;6$;0$;N$;00086$;ZVG$;0005$;0003$;0$; $;A$;4C23$; 
0234$;\AU\Krystal dezinfekce 750ml$; $;ks$;60.26$;21$;23.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
0235$;äampon Garnier Botanic Ricinov˝ olej 250$; $;ks$;44.72$;21$;27.00$;11$;0$;6$;0$;N$;00984$;BARVY A LAKY HOSTIVAÿ a.s.$;0004$;0010$;0$; $;A$;3I43$;845906
0236$;\o\Rohoû textilnÌ Arcos 105x50cm Ëern·$; $;ks$;695.00$;21$;28.00$;0$;0$;0$;0$;N$;01058$;VÏra NiûnÌkov· NIMPEX$;0000$;0000$;0$; $;A$; $; 
0237$;Hnojivo tekutÈ univerzal 500ml$; $;ks$;20.84$;21$;37.00$;18$;0$;18$;0$;N$;00001$;Zenit s.r.o. »·slav$;0008$;0004$;0$; $;A$;3G65$;30236
0239$;Vata obvazov· 100g st¯ednÌ$; $;ks$;14.13$;21$;30.00$;101$;0$;20$;0$;N$;00984$;BARVY A LAKY HOSTIVAÿ a.s.$;0004$;0009$;1$; $;A$;5G61$;902041
0240$;»istiË auto MILIT 50l /barel$; $;bar$;1037.67$;21$;28.30$;9$;0$;0$;0$;N$;00048$;Solira Company s.r.o.$;0006$;0001$;0$; $;A$;6000$;223b
0241$;PracÌ gel Persil 2l /40d·vek Color$; $;ks$;114.70$;21$;31.00$;92$;0$;4$;0$;N$;00030$;Henkel CR s.r.o. Praha$;0001$;0002$;1$; $;A$;2K14$;765104
0242$;\O\ToaletnÌ papÌr skl·dan˝ 2vrst.200ks$;karton 6000ks 22x11cm$;ks$;9.17$;21$;28.00$;0$;0$;30$;0$;N$;00972$;BM-plus, spol.s r.o.$;0000$;0000$;0$; $;A$;6000$;05.03.01
0243$;PracÌ gel Perwoll 900ml Black Magic$; $;ks$;36.31$;21$;39.50$;0$;0$;8$;0$;N$;00030$;Henkel CR s.r.o. Praha$;0001$;0002$;0$; $;A$;2L12$;761163
0244$;||191025$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0246$;\o\Sanosil Super 25 Ag 5l$; $;ks$;1238.00$;21$;28.00$;0$;0$;0$;0$;N$;00367$;Sanosil CZ spol.s r.o.$;0000$;0000$;0$; $;A$; $; 
0247$;\o\Antimol krabiËka 2ks$; $;ks$;17.00$;21$;28.00$;0$;0$;12$;0$;N$;00707$;GALOP Morava s.r.o.$;0000$;0000$;0$; $;A$;7000$; 
0248$;||181106$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0249$;||191025$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0250$;Houba AUTO obdÈlnÌk 20x14x6,5cm$;zdraûenÌ 8%$;ks$;9.56$;21$;41.20$;43$;0$;20$;0$;N$;00876$;MOLITEN s.r.o.$;0003$;0006$;3$; $;A$;2N31$; 
0251$;Hr·bÏ kovovÈ 14-hrotÈ s holÌ$; $;ks$;90.30$;21$;27.00$;0$;0$;0$;0$;N$;00590$;Zempomarket a.s. BeËv·ry$;0007$;0014$;0$;O$;A$;5I00$; 
0252$;\o\Ork·n lesk 500ml$; $;ks$;41.00$;21$;23.00$;0$;0$;0$;0$;N$;00685$;Atotech - M.A.G.CZ,a.s.$;0000$;0000$;0$; $;A$; $; 
0253$;\P\Lak.tuû.HFB380081 storm blau$; $;ks$;140.51$;21$;30.00$;0$;0$;0$;0$;N$;00738$;AUTO GREMOS, spol. s r.o.$;0000$;0000$;0$; $;A$;6000$; 
0254$;Smet·k molitanov˝ bez z·vitu 35cm$; $;ks$;72.08$;21$;26.00$;7$;0$;0$;0$;N$;00517$;Simply Clean s.r.o.$;0007$;0001$;0$; $;A$;5H13$;Z011
0255$;Pr·öek Alfa 15kg PROFI$; $;ks$;665.00$;21$;25.60$;31$;42$;0$;0$;N$;00590$;Zempomarket a.s. BeËv·ry$;0001$;0001$;1$; $;A$;2A11$; 
0256$;\o\OsvÏûovaË d·vkovaË TimeMist NN Mango$; $;ks$;105.30$;21$;30.00$;0$;0$;12$;0$;N$;00629$;KALVEI, s.r.o.$;0000$;0000$;1$; $;A$;3H21$; 
0257$;||180724$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0281$;\o\ChÚapka bez magnetu$; $;ks$;20.70$;21$;28.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0282$;\O\ToaletnÌ papÌr Gigant 2vrs.200**Celul$; $;rol$;21.00$;21$;29.20$;0$;432$;6$;0$;N$;00983$;Q-PAP s.r.o.$;0000$;0000$;0$;O$;A$;6000$; 
0284$;SG Dove 250ml Gentle$; $;ks$;24.20$;21$;33.20$;11$;0$;12$;0$;N$;00092$;UNILEVER »R, spol. s r.o.$;0004$;0011$;0$;A$;A$;3J11$; 
0285$;||190325$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0287$;Hrablo Arctic dvojitÈ 82cmx42cm +drûadlo$; $;ks$;420.10$;21$;26.00$;8$;0$;0$;0$;N$;00590$;Zempomarket a.s. BeËv·ry$;0007$;0014$;0$;D$;A$;6000$; 
0288$;Pr·öek Eltra 6kg$; $;ks$;625.97$;21$;28.90$;12$;0$;0$;0$;N$;00237$;Ecolab Hygiene s.r.o.$;0001$;0001$;0$; $;A$;2D12$;1011210
0289$;||190531$; $;ks$;0.00$;21$;21.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0290$;\o\Scanpart tekut˝ odv·pÚovaË 250ml$; $;Ks$;96.00$;21$;28.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$;O$;A$;2F22$; 
0291$;\o\Huggies-swimmers dÏt.koupacÌ pleny 12$; $;ks$;149.63$;21$;23.00$;0$;0$;8$;0$;N$;00287$;Solvent »R  s.r.o.$;0000$;0000$;0$; $;A$;6000$; 
0292$;LÌh technick˝ 9l$; $;kan$;398.56$;21$;26.00$;9$;75$;0$;0$;N$;00029$;Severochema v.d. Liberec$;0006$;0003$;0$; $;A$;3C22$;1094993
0301$;SG Mitia 400ml Aloe$; $;ks$;21.00$;21$;26.30$;32$;0$;12$;0$;N$;00179$;Tomil s.r.o.$;0004$;0011$;3$; $;A$;3I54$;8667
0302$;\O\Huggies Little Swim.koupacÌ 3/4  12ks$;11ks$;bal$;109.90$;21$;30.00$;0$;0$;0$;0$;N$;00206$;Espace velkoobchod drogerie s.r.o.$;0000$;0000$;0$; $;A$;7000$; 
0303$;||190325$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0304$;StÏrka na okna 20cm s molit. drûadlo 38$; $;Ks$;26.40$;21$;27.10$;6$;0$;0$;0$;N$;00975$;Velkoobchod FAVE s.r.o.$;0003$;0008$;0$; $;A$;5C12$;141003
0305$;\o\Into XL fresh 1l$; $;ks$;119.00$;21$;28.00$;0$;0$;12$;0$;N$;00237$;Ecolab Hygiene s.r.o.$;0000$;0000$;0$; $;A$;2F33$; 
0306$;Cleamen 112 1l okna a r·my$; $;ks$;35.72$;21$;25.00$;25$;0$;12$;0$;N$;00638$;Cormen Byst¯ice$;0002$;0011$;1$; $;A$;3H24$;VC11201099
0307$;||180724$; $;ks$;0.00$;21$;23.00$;0$;0$;0$;0$;N$;00000$; $;0000$;0000$;0$; $;A$; $; 
0308$;\O\Vonn˝ olej GO AIR kvÏty s MR$; $;ks$;56.10$;21$;23.70$;0$;0$;8$;0$;N$;00219$;Alter s.r.o. Hradec Kralove$;0000$;0000$;0$;O$;A$;2I63$;80102620
0314$;Z·sobnÌk ruËnÌky ZZ kou¯ov˝-pr˘hledn˝ BM$; $;ks$;309.00$;21$;25.00$;1$;0$;0$;0$;N$;00972$;BM-plus, spol.s r.o.$;0005$;0005$;0$; $;A$;6000$; 
0315$;\AU\Rohreiniger 351  1kg$; $;ks$;92.07$;21$;23.00$;0$;0$;0$;0$;N$;01007$;Augustin Pecha-Mopservis s.r.o.$;0000$;0000$;0$; $;A$; $; 
0316$;\o\Barva RAL 5002 1l Kontosil modr·$; $;ks$;255.40$;21$;28.00$;0$;24$;0$;0$;N$;00955$;PROFILACK s.r.o.$;0000$;0000$;0$; $;A$; $; 
