.pl 16959
CisloVydejky;DatumVydeje;CisloOdberatele;NazevOdberatele;CisloKarty;NazevZbozi;MernaJednotka;Rabat;ProdCena;SazbaD;VKart;Vydano;Zisk
00003$;737794$;03756$;Dìtskı domov a školní jídelna$;0850$;Sáèky do koše 35l 50x60/ 15mi zatah15kMO$;rol$;0.00$;22.03$;21$;32$;1$;4.45
00003$;737794$;03756$;Dìtskı domov a školní jídelna$;2546$;Sáèky do koše 60l 60x80 /40mi zatah 10èe$;rol$;0.00$;19.86$;21$;25$;1$;3.96
00003$;737794$;03756$;Dìtskı domov a školní jídelna$;2434$;Somat do myèky tablety 72ks Gold$;ks$;0.00$;291.01$;21$;4$;1$;56.51
00003$;737794$;03756$;Dìtskı domov a školní jídelna$;4382$;Prášek Palmex 63dávek Hory Modrı$;ks$;0.00$;182.12$;21$;0$;1$;41.92
00003$;737794$;03756$;Dìtskı domov a školní jídelna$;3057$;Avivá Coccolino 1,05l Blue$;Ks$;0.00$;37.16$;21$;8$;1$;6.80
00004$;737795$;01568$;Nabídky pro zákazníky$;3460$;\O\Oblek jednorázovı$;ks$;0.00$;159.73$;21$;0$;1$;45.23
00004$;737795$;01568$;Nabídky pro zákazníky$;5427$;\o\Návlek na obuv/ vysokı pod kolena$;ks$;0.00$;56.02$;21$;100$;1$;12.59
00004$;737795$;01568$;Nabídky pro zákazníky$;6041$;Štít ochrannı oblièejovı vel.uni$;ks$;0.00$;95.07$;21$;0$;1$;21.94
00004$;737795$;01568$;Nabídky pro zákazníky$;5200$;Rouška 3vr.zdravotnická netkaná textilie$;ks$;0.00$;3.22$;21$;50$;1$;1.92
00004$;737795$;01568$;Nabídky pro zákazníky$;4372$;\o\Respirátor FFP2/KN95$;ks$;0.00$;17.90$;21$;0$;1$;10.70
00005$;737795$;01534$;Èipro B, v.o.s.$;5356$;Prášek Ariel 100dávek Profi Color$;ks$;7.00$;355.00$;21$;0$;36$;1875.60
00005$;737795$;01534$;Èipro B, v.o.s.$;5581$;Prášek Ariel 100dávek Profi Regular$;ks$;7.00$;355.00$;21$;0$;2$;113.66
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;0121$;Papírové ruèníky role 2vr Tork 120076 6k$;kar$;0.00$;764.00$;21$;0$;1$;104.00
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;3309$;Toaletní papír Gigant 2vrs.190 Harm/7360$;rol$;0.00$;20.67$;21$;12$;1$;4.17
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;0749$;Toaletní papír Gigant 2vrs.240 Harm/7362$;rol$;0.00$;32.33$;21$;6$;1$;6.63
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5816$;Tekuté mıdlo zpìnovací 5l Isolda$;kan$;0.00$;136.45$;21$;0$;1$;28.33
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5478$;Tekuté mıdlo zpìòov.5l Isolda Antibakter$;kan$;0.00$;258.29$;21$;0$;1$;63.94
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5282$;Dezinfekèní pøípravek na ruce 1l bezopl.$;ks$;0.00$;63.80$;21$;8$;1$;14.61
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5281$;Dezinfekèní pøípravek na ruce 3l bezopl.$;kan$;0.00$;169.49$;21$;0$;1$;39.11
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;1605$;Dezinfekèní gel na ruce 3l bezoplachovı$;kan$;0.00$;197.23$;21$;0$;1$;46.44
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5900$;Dezinf.ruce MeToo alkoh. hygie.gel 500ml$;ks$;0.00$;84.37$;21$;12$;1$;19.47
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;3416$;Sanytol dezinfekce univerzální 500ml MR$;ks$;0.00$;65.29$;21$;12$;1$;15.83
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5108$;WC èistiè Domestos 750ml vod.kámen$;ks$;0.00$;31.89$;21$;12$;1$;9.65
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;2311$;Louh Tiret 500ml èistiè odpadu$;ks$;0.00$;29.18$;21$;12$;1$;5.94
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;3284$;Fixinela Antikalk 665ml rez a vodní káme$;ks$;0.00$;40.63$;21$;12$;1$;8.13
00006$;737796$;10641$;SPORT Jablonec nad Nisou,s.r.o.$;5200$;Rouška 3vr.zdravotnická netkaná textilie$;ks$;0.00$;2.20$;21$;50$;1$;0.90
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;2592$;Autošampon COYOTE 500ml s voskem$;ks$;-10.00$;75.94$;21$;10$;10$;214.90
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;4017$;Cockpit spray 400ml COYOTE citrus/pomera$;ks$;-10.00$;65.91$;21$;6$;5$;90.45
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;4019$;Cockpit spray 400ml COYOTE lesní plody$;ks$;-10.00$;65.89$;21$;6$;5$;89.85
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;4018$;Cockpit spray 400ml COYOTE vanilka$;ks$;-10.00$;66.31$;21$;6$;5$;91.95
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;1954$;Houbièka nádobí s drákou po 10ks 10x7cm$;tyè$;-10.00$;18.13$;21$;50$;5$;18.45
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0635$;Konkor 101 300ml støední$;ks$;-10.00$;39.95$;21$;10$;6$;63.30
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0552$;Krém na ruce Indulona A/64 modrá 100g /5$;ks$;-10.00$;26.25$;21$;25$;6$;37.44
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0648$;Krém na ruce Indulona olivová 100g    /5$;ks$;-10.00$;29.28$;21$;25$;6$;55.86
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;2948$;Mıdlo FA Energising tmavì modrá 90g   /4$;ks$;-10.00$;10.55$;21$;24$;10$;31.50
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;1916$;Mıdlo FA jogurt Aloe 90g              /4$;ks$;-10.00$;10.54$;21$;24$;10$;31.40
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;1693$;Mıdlo FA Vitalising sv.modré 90g      /4$;ks$;-10.00$;10.54$;21$;24$;10$;31.40
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;4784$;Mıdlo Protex anti  bakteriální 90g    /6$;ks$;-10.00$;12.63$;21$;72$;10$;27.20
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0352$;Nádobí Jar 900ml Citron$;ks$;-10.00$;35.50$;21$;12$;2$;16.06
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;4021$;Okna Coyote èistiè skel 650ml MR$;ks$;-10.00$;50.56$;21$;12$;5$;68.80
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;2395$;Písek tekutı Cif 500ml/720g citrus$;ks$;-10.00$;31.79$;21$;8$;1$;11.24
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0241$;Prací gel Persil 2l /40dávek Color$;ks$;-10.00$;165.28$;21$;4$;15$;757.50
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0378$;Ruèník froté Comfort 50x100cm modrı$;ks$;-10.00$;75.93$;21$;0$;4$;92.12
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;2598$;Dezinfekce na ruce Sanytol 250ml dávkov.$;ks$;-10.00$;97.67$;21$;12$;8$;242.00
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;2195$;Silkal 93 300ml støední$;ks$;-10.00$;51.90$;21$;10$;5$;44.15
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;0952$;Smetáèek DR NELAK 5206/611$;ks$;-10.00$;48.53$;21$;12$;4$;52.04
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;2406$;Solvina 450g Industrial$;ks$;-10.00$;15.95$;21$;12$;4$;14.88
00007$;737797$;01509$;Severoèeská servisní a.s.        LB$;3409$;WC èistiè Domestos 750ml Citrus lutı$;ks$;-10.00$;29.77$;21$;20$;1$;8.04
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;2592$;Autošampon COYOTE 500ml s voskem$;ks$;-10.00$;75.94$;21$;10$;100$;2149.00
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;4017$;Cockpit spray 400ml COYOTE citrus/pomera$;ks$;-10.00$;65.91$;21$;6$;30$;542.70
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;4019$;Cockpit spray 400ml COYOTE lesní plody$;ks$;-10.00$;65.89$;21$;6$;30$;539.10
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;4018$;Cockpit spray 400ml COYOTE vanilka$;ks$;-10.00$;66.31$;21$;6$;30$;551.70
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;1954$;Houbièka nádobí s drákou po 10ks 10x7cm$;tyè$;-10.00$;18.13$;21$;50$;5$;18.45
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0635$;Konkor 101 300ml støední$;ks$;-10.00$;39.95$;21$;10$;60$;633.00
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0552$;Krém na ruce Indulona A/64 modrá 100g /5$;ks$;-10.00$;26.25$;21$;25$;30$;187.20
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0648$;Krém na ruce Indulona olivová 100g    /5$;ks$;-10.00$;29.28$;21$;25$;30$;279.30
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;2984$;Fixinela 500ml$;ks$;-10.00$;22.38$;21$;21$;40$;167.60
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;1916$;Mıdlo FA jogurt Aloe 90g              /4$;ks$;-10.00$;10.54$;21$;24$;40$;125.60
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;1693$;Mıdlo FA Vitalising sv.modré 90g      /4$;ks$;-10.00$;10.54$;21$;24$;40$;125.60
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;4784$;Mıdlo Protex anti  bakteriální 90g    /6$;ks$;-10.00$;12.63$;21$;72$;40$;108.80
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0352$;Nádobí Jar 900ml Citron$;ks$;-10.00$;35.50$;21$;12$;24$;192.72
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;4021$;Okna Coyote èistiè skel 650ml MR$;ks$;-10.00$;50.56$;21$;12$;60$;825.60
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;2395$;Písek tekutı Cif 500ml/720g citrus$;ks$;-10.00$;31.79$;21$;8$;8$;89.92
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0241$;Prací gel Persil 2l /40dávek Color$;ks$;-10.00$;165.28$;21$;4$;60$;3030.00
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0378$;Ruèník froté Comfort 50x100cm modrı$;ks$;-10.00$;75.93$;21$;0$;40$;921.20
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;2598$;Dezinfekce na ruce Sanytol 250ml dávkov.$;ks$;-10.00$;97.67$;21$;12$;96$;2904.00
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;2195$;Silkal 93 300ml støední$;ks$;-10.00$;51.90$;21$;10$;50$;441.50
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;0952$;Smetáèek DR NELAK 5206/611$;ks$;-10.00$;48.53$;21$;12$;48$;624.48
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;2406$;Solvina 450g Industrial$;ks$;-10.00$;15.95$;21$;12$;48$;178.56
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;3676$;Toaletní papír 2vrs.160 Tento Bílı   19m$;rol$;-10.00$;4.84$;21$;64$;256$;348.16
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;3409$;WC èistiè Domestos 750ml Citrus lutı$;ks$;-10.00$;29.77$;21$;20$;20$;160.80
00008$;737797$;01509$;Severoèeská servisní a.s.        LB$;3536$;Rozmrazovaè Carline MR 500ml$;ks$;-10.00$;37.98$;21$;14$;100$;490.00
00009$;737797$;08695$;Nemocnice Na Homolce$;0863$;Kartáè na nádobí 4422$;ks$;0.00$;20.00$;21$;20$;100$;357.00
00009$;737797$;08695$;Nemocnice Na Homolce$;3042$;Rıák ruèní DR standart 18x6x4cm TOP$;ks$;0.00$;13.30$;21$;6$;30$;72.00
00009$;737797$;08695$;Nemocnice Na Homolce$;2797$;Mıdlo Solvina 100g$;ks$;0.00$;3.80$;21$;56$;80$;53.60
00009$;737797$;08695$;Nemocnice Na Homolce$;0552$;Krém na ruce Indulona A/64 modrá 100g /5$;ks$;0.00$;24.50$;21$;25$;100$;449.00
00009$;737797$;08695$;Nemocnice Na Homolce$;0351$;Nádobí Jar 450ml Citrón$;ks$;0.00$;21.80$;21$;21$;420$;1692.60
00009$;737797$;08695$;Nemocnice Na Homolce$;5500$;Zubní kartáèek Rebi-Dental M46 støední$;ks$;0.00$;5.20$;21$;12$;960$;979.20
00009$;737797$;08695$;Nemocnice Na Homolce$;0955$;Písek tekutı REAL 600g jemnı bílı/fialov$;ks$;0.00$;25.00$;21$;20$;144$;699.84
00009$;737797$;08695$;Nemocnice Na Homolce$;5730$;Utìrka houbová 3ks Betty 16x18cm     /24$;bal$;0.00$;10.50$;21$;288$;100$;177.00
00009$;737797$;08695$;Nemocnice Na Homolce$;2727$;Utìrka švédská MMS 210g 40x40cm zelená$;ks$;0.00$;11.50$;21$;200$;80$;176.00
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;2416$;Hadr na podlahu PETR 60x70cm oranovı$;ks$;-10.00$;11.13$;21$;100$;8$;17.20
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;1954$;Houbièka nádobí s drákou po 10ks 10x7cm$;tyè$;-10.00$;18.13$;21$;50$;3$;11.07
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;1086$;Krém na ruce Indulona mìsíèková 100g  /5$;ks$;-10.00$;25.78$;21$;25$;40$;232.80
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;1916$;Mıdlo FA jogurt Aloe 90g              /4$;ks$;-10.00$;10.89$;21$;24$;90$;314.10
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;0351$;Nádobí Jar 450ml Citrón$;ks$;-10.00$;21.91$;21$;21$;6$;24.84
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;5217$;Nádobí Jar 450ml Pome granate$;ks$;-10.00$;21.91$;21$;21$;6$;24.78
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;3710$;\o\Opalovací krem Atrid F30 75ml$;ks$;-10.00$;112.53$;21$;12$;36$;1312.92
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;1054$;Osvìovaè spray Wind 300ml Jap.zahrada$;ks$;-10.00$;18.50$;21$;24$;6$;31.80
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;5359$;Papírové kuch.role 11m Harmony Profes 2k$;bal$;-10.00$;14.90$;21$;24$;10$;36.00
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;3607$;Papírové ruèníky ZZ 2vr 1193 celuloz 150$;ks$;-10.00$;20.45$;21$;20$;200$;1140.00
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;1686$;Peodorant na nohy spray 150ml$;ks$;-10.00$;44.92$;21$;6$;48$;590.40
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;1379$;Prachovka jemná  40x40cm$;ks$;-10.00$;6.88$;21$;50$;10$;19.80
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;3212$;Repelent Diffusil DRY 100ml$;ks$;-10.00$;64.88$;21$;12$;36$;504.00
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;0532$;Savo  1,2l original obyè$;ks$;-10.00$;32.46$;21$;6$;36$;326.52
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;0658$;Smeták DR nelak. s holí 120cm 28x6cm$;ks$;-10.00$;83.64$;21$;5$;10$;223.20
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;2406$;Solvina 450g Industrial$;ks$;-10.00$;15.95$;21$;12$;84$;312.48
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;3676$;Toaletní papír 2vrs.160 Tento Bílı   19m$;rol$;-10.00$;4.84$;21$;64$;192$;261.12
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;0749$;Toaletní papír Gigant 2vrs.240 Harm/7362$;rol$;-10.00$;35.56$;21$;6$;24$;236.64
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;2205$;Toaletní papír Gigant 2vrs.280 Harm/7366$;rol$;-10.00$;50.02$;21$;6$;24$;331.68
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;2090$;WC závìs Bref 4koule DeLuxe Magnol/Jasmí$;ks$;-10.00$;35.73$;21$;10$;10$;125.80
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;0779$;WC závìs Bref 4koule Ocean 51g$;ks$;-10.00$;29.56$;21$;10$;10$;113.20
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;3513$;Prášek Ariel 20/18dávek Color$;ks$;-10.00$;92.65$;21$;10$;60$;2073.60
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;0593$;Louh hydroxid sodnı ** 500g **$;ks$;-10.00$;31.63$;21$;10$;10$;86.30
00010$;737798$;03684$;Severoèeská servisní a.s.        JB$;2180$;Pytle 200L/80mi 100x120cm role-5ks èerné$;rol$;-10.00$;39.72$;21$;15$;10$;109.70
00011$;737798$;04046$;Statutární mìsto Pardubice$;4056$;Papírové ruèníky ZZ 2vr.60116 celuloza$;bal$;11.80$;13.90$;21$;20$;1$;2.50
00011$;737798$;04046$;Statutární mìsto Pardubice$;1881$;Papírové ruèníky ZZ 2vr Katrin 76919 150$;bal$;11.80$;15.25$;21$;20$;1$;2.75
00011$;737798$;04046$;Statutární mìsto Pardubice$;5988$;Toaletní papír Gigant 2vrs.190 Celuloza$;rol$;11.80$;17.35$;21$;6$;1$;5.90
00011$;737798$;04046$;Statutární mìsto Pardubice$;2102$;Tekuté mıdlo 5l Clear Body Natural/Blue$;kan$;11.80$;32.82$;21$;0$;1$;5.92
00011$;737798$;04046$;Statutární mìsto Pardubice$;4788$;WC èistiè HIT 750ml Industrial$;ks$;11.80$;13.69$;21$;12$;1$;2.47
00011$;737798$;04046$;Statutární mìsto Pardubice$;1613$;Koupelny Primona na rez a vod.kám.MR 500$;ks$;11.80$;18.18$;21$;16$;1$;3.28
00011$;737798$;04046$;Statutární mìsto Pardubice$;5499$;Okna Clin 500ml s octem MR$;ks$;11.80$;27.94$;21$;10$;1$;5.04
00011$;737798$;04046$;Statutární mìsto Pardubice$;0925$;Písek tekutı Primona 600g$;ks$;11.80$;12.81$;21$;25$;1$;2.31
00011$;737798$;04046$;Statutární mìsto Pardubice$;0614$;\o\Leštìnka Real prach 300ml pozor 1ks$;ks$;11.80$;28.24$;21$;0$;1$;5.09
00011$;737798$;04046$;Statutární mìsto Pardubice$;2885$;Nádobí Robeta 500ml$;ks$;11.80$;9.55$;21$;20$;1$;1.72
00011$;737798$;04046$;Statutární mìsto Pardubice$;1416$;Osvìovaè spray Wind 300ml Citrus$;ks$;11.80$;16.10$;21$;24$;1$;2.90
00011$;737798$;04046$;Statutární mìsto Pardubice$;5750$;Houbièka nadobí po 10ks 8x5x2.5cm$;tyè$;11.80$;6.60$;21$;48$;1$;1.25
00011$;737798$;04046$;Statutární mìsto Pardubice$;0607$;Utìrka UNI Petr 38x38cm 110g modrá$;ks$;11.80$;2.59$;21$;440$;1$;0.47
00011$;737798$;04046$;Statutární mìsto Pardubice$;5730$;Utìrka houbová 3ks Betty 16x18cm     /24$;bal$;11.80$;9.99$;21$;288$;1$;1.26
00011$;737798$;04046$;Statutární mìsto Pardubice$;3943$;Utìrka Švédská MMS 210g 40x40cm modrá$;ks$;11.80$;11.35$;21$;200$;1$;2.05
00011$;737798$;04046$;Statutární mìsto Pardubice$;2864$;Hadr na podlahu bílı MAXI Aratex 50x90cm$;ks$;11.80$;8.47$;21$;50$;1$;1.52
00011$;737798$;04046$;Statutární mìsto Pardubice$;3657$;Rukavice nitrilové bez pudru 100ks M$;kra$;11.80$;238.46$;21$;10$;1$;-29.54
00011$;737798$;04046$;Statutární mìsto Pardubice$;1504$;Sáèky na vloky uzké krab.13x9cm 30ks$;bal$;11.80$;7.20$;21$;50$;1$;1.30
00011$;737798$;04046$;Statutární mìsto Pardubice$;3072$;Sáèky do koše 60l 63x74 /7mi 50ks èernı$;rol$;11.80$;15.24$;21$;40$;1$;2.95
00011$;737798$;04046$;Statutární mìsto Pardubice$;5970$;Sáèky do koše 35l 50x60 /6mi 50ks èerné$;rol$;11.80$;9.64$;21$;40$;1$;1.74
00011$;737798$;04046$;Statutární mìsto Pardubice$;0909$;Pytle 120L/40mi 70x110cm role-25ks èerná$;rol$;11.80$;45.43$;21$;10$;1$;8.18
00011$;737798$;04046$;Statutární mìsto Pardubice$;3835$;Pytle 120L/40mi 70x110cm role-25ks lutá$;rol$;11.80$;58.87$;21$;10$;1$;10.62
00011$;737798$;04046$;Statutární mìsto Pardubice$;3037$;Pytle 120L/40mi 70x110cm role-25ks modrá$;rol$;11.80$;45.45$;21$;10$;1$;8.20
00011$;737798$;04046$;Statutární mìsto Pardubice$;2613$;Krém na ruce Vakavo 100ml s glycerinem$;ks$;11.80$;7.97$;21$;25$;1$;1.44
00011$;737798$;04046$;Statutární mìsto Pardubice$;2588$;Mıdlovı èistiè Krystal 750ml vèelí vosk$;ks$;11.80$;23.23$;21$;18$;1$;4.19
00011$;737798$;04046$;Statutární mìsto Pardubice$;2450$;Møíka do pisoaru vonná *Cleamen*fialová$;Ks$;11.80$;32.35$;21$;12$;1$;5.83
00011$;737798$;04046$;Statutární mìsto Pardubice$;5604$;WC pisoar Fixinela 1kg=40ks$;ks$;11.80$;119.34$;21$;0$;1$;20.30
00011$;737798$;04046$;Statutární mìsto Pardubice$;4570$;\o\Ocet 1L$;ks$;11.80$;8.42$;15$;6$;1$;1.52
00011$;737798$;04046$;Statutární mìsto Pardubice$;1705$;WC souprava obyè Streè bílá 13x13x39cm$;ks$;11.80$;14.64$;21$;20$;1$;2.64
00011$;737798$;04046$;Statutární mìsto Pardubice$;2888$;Sitol 300g na kovy a sklo$;ks$;11.80$;16.86$;21$;25$;1$;3.04
00011$;737798$;04046$;Statutární mìsto Pardubice$;2895$;\O\Sidolux uni 5l Mars.mıdlo$;ks$;11.80$;153.23$;21$;0$;1$;27.63
00011$;737798$;04046$;Statutární mìsto Pardubice$;5106$;Savo  1,2l Prim s vùní- Svìí$;ks$;11.80$;29.34$;21$;6$;1$;5.43
00011$;737798$;04046$;Statutární mìsto Pardubice$;2959$;Leštìnka Pronto multisur.MR univ.500ml$;ks$;11.80$;89.06$;21$;12$;1$;16.06
00011$;737798$;04046$;Statutární mìsto Pardubice$;2961$;\O\Sáèky do vysavaèe Nilfisk Salfix3 5ks$;bal$;11.80$;262.30$;21$;10$;1$;137.26
00011$;737798$;04046$;Statutární mìsto Pardubice$;2598$;Dezinfekce na ruce Sanytol 250ml dávkov.$;ks$;11.80$;80.76$;21$;12$;1$;13.34
00011$;737798$;04046$;Statutární mìsto Pardubice$;5092$;Dezinfekce na ruce Sanytol 75ml$;ks$;11.80$;54.20$;21$;24$;1$;8.90
00011$;737798$;04046$;Statutární mìsto Pardubice$;1998$;\o\Návlek obuv jednorázovı 30mi 100ks$;bal$;11.80$;40.99$;21$;10$;1$;-37.71
00011$;737798$;04046$;Statutární mìsto Pardubice$;1707$;Papírové kapesníky krabice Cube 60ks 3vr$;ks$;11.80$;17.45$;21$;12$;1$;3.15
00011$;737798$;04046$;Statutární mìsto Pardubice$;2982$;Papírové kapesníky Linteo 3vrstvé/ 10ks$;tyè$;11.80$;11.96$;21$;24$;1$;2.16
00011$;737798$;04046$;Statutární mìsto Pardubice$;2116$;\o\Ubrousky 3vr.33x33cm 250ks bílé 87800$;ks$;11.80$;102.48$;21$;6$;1$;18.48
00011$;737798$;04046$;Statutární mìsto Pardubice$;5894$;Papírové kuch.role 18m Tento Maxi 2ks$;bal$;11.80$;25.49$;21$;12$;1$;4.59
00011$;737798$;04046$;Statutární mìsto Pardubice$;4132$;Vlhèené dìtské ubrousky Linteo 72ks$;ks$;11.80$;16.96$;21$;24$;1$;3.06
00011$;737798$;04046$;Statutární mìsto Pardubice$;5313$;Finish tablety 100ks Powerball Classic$;ks$;11.80$;161.53$;21$;4$;1$;34.53
00011$;737798$;04046$;Statutární mìsto Pardubice$;0203$;Milit myèka sùl 1,5kg$;ks$;11.80$;24.24$;21$;8$;1$;4.37
00011$;737798$;04046$;Statutární mìsto Pardubice$;5784$;Milit myèka lesk 1l$;ks$;11.80$;46.42$;21$;12$;1$;8.37
